closed_at,symbol,side,analyst,outcome,posted_entry,posted_stop,entry_price,entry_matches_posted,exit_price,exit_reached,move_pct,r_multiple,trade_id,signal_id,stop_used,follower_r,follower_move_pct,cost_r,entry_bps,exit_bps
"2026-07-24T03:59:59.999000Z","XVSUSDT","SHORT","D3LTA","win",,"2.861","2.619","false","2.416","PARTIAL","7.75","0.84","9706d78a-f96c-4ab7-a087-648d66819297","AXN-2026-06-24-00111","2.861","0.82","7.61","0.02","7.5","7.5"
"2026-07-22T15:45:59.999000Z","ADAUSDT","SHORT","Pipfessor","win",,"0.193","0.178","false","0.1615","TP2","9.27","1.1","f6b52ff3-e957-4428-a71d-c2e2e2e08103","AXN-2026-07-07-00139","0.193","1.09","9.18","0.01","7.5","2"
"2026-07-22T15:05:59.999000Z","HBARUSDT","LONG","Belovy","win","0.072","0.067","0.0692","false","0.0729","TP1","5.35","1.68","11db212c-a645-421e-a58d-fff5ff1f259b","AXN-2026-07-07-00140","0.067","1.67","5.31","0.01","2","2"
"2026-07-22T11:59:59.999000Z","FIGHTUSDT","SHORT","Pipfessor","win",,"0.003412","0.00323","false","0.002925","TP2","9.44","1.68","8943966b-4ce3-4baa-bc15-f4583e2dbaac","AXN-2026-07-10-00149","0.003412","1.66","9.35","0.02","7.5","2"
"2026-07-21T21:33:59.999000Z","RECALLUSDT","SHORT","Pipfessor","win",,"0.0401","0.03704","false","0.03628","PARTIAL","2.05","0.25","66006103-89a7-42ec-b37a-40d2f7b85940","AXN-2026-07-21-00173","0.0401","0.23","1.9","0.02","7.5","7.5"
"2026-07-21T15:43:00Z","ONDOUSDT","LONG","Pipfessor","win",,"0.294","0.3369","false","0.4069","CLOSE","20.78","1.63","5ae6bd5b-15f9-46ed-9201-80f19dcb6c7f","AXN-2026-07-15-00161","0.294","1.62","20.61","0.01","7.5","7.5"
"2026-07-21T13:59:59.999000Z","BTCUSDT","SHORT","SaltWayer","loss",,"66576","66200","false","66576","SL","-0.57","-1","e03efe34-f351-4e2b-8206-84e0a1972c71","AXN-2026-07-21-00175","66576","-1.32","-0.75","0.32","7.5","10.5"
"2026-07-21T07:59:59.999000Z","SIRENUSDT","LONG","Electron","loss","0.03229","0.02821","0.03063","false","0.02821","SL","-7.9","-1","d7e01ef6-5cc7-4e00-9805-e86696f407d2","AXN-2026-07-20-00166","0.02821","-1.01","-8.02","0.01","2","10.5"
"2026-07-21T07:59:59.999000Z","BTCUSDT","SHORT","gaijin","loss",,"65600","65321.2","false","65600","SL","-0.43","-1","3abfd71e-bd8b-4f2e-93d2-31a1b139a429","AXN-2026-07-20-00169","65600","-1.42","-0.61","0.42","7.5","10.5"
"2026-07-21T04:35:59.999000Z","ZECUSDT","LONG","Belovy","breakeven",,"520","546.73","false","546.73","BE","0","0","8941f896-715d-470a-92dd-00784eed9c6e","AXN-2026-07-20-00171","520","-0.04","-0.18","0.04","7.5","10.5"
"2026-07-20T13:49:59.999000Z","BTCUSDT","SHORT","gaijin","win",,"65100","64698.5","false","64400","TP1","0.46","0.74","821cf50c-b742-4640-bb12-3c968fc1bb2d","AXN-2026-07-20-00167","65100","0.59","0.37","0.15","7.5","2"
"2026-07-19T12:17:59.999000Z","ONDOUSDT","LONG","Belovy","win",,"0.29","0.3472","false","0.353","TP1","1.67","0.1","3c4094d6-0c73-4528-83c0-0bd9f7832cf0","AXN-2026-07-18-00165","0.29","0.09","1.57","0.01","7.5","2"
"2026-07-18T15:06:00Z","DOGEUSDT","LONG","D3LTA","loss",,"0.07","0.07282","false","0.07223","CLOSE","-0.81","-0.21","c63b53d8-f772-4546-ab0b-b0116e47ccf2","AXN-2026-07-14-00158","0.07","-0.25","-0.96","0.04","7.5","7.5"
"2026-07-16T23:59:59.999000Z","WLDUSDT","LONG","SaltWayer","loss",,"0.3884","0.4111","false","0.3884","SL","-5.52","-1","83db875b-f4e2-4b3b-86fd-175b4af487d0","AXN-2026-07-15-00159","0.3884","-1.03","-5.69","0.03","7.5","10.5"
"2026-07-16T19:59:59.999000Z","HYPEUSDT","LONG","Electron","loss","68.564","62.314","66.74","false","62.314","SL","-6.63","-1","c1ccac3e-43a4-4ce8-a9eb-76d348e5b4ba","AXN-2026-07-15-00162","62.314","-1.02","-6.75","0.02","2","10.5"
"2026-07-16T07:24:00Z","BLURUSDT","LONG","Electron","loss","0.01757","0.01545","0.016954","false","0.016819","CLOSE","-0.8","-0.09","131ec825-22fe-4d33-a887-d49bd42bc8f8","AXN-2026-07-13-00152","0.01545","-0.1","-0.89","0.01","2","7.5"
"2026-07-15T23:56:59.999000Z","BEATUSDT","LONG","SaltWayer","win",,"2.4136","2.5819","false","2.685","TP1","3.99","0.61","ec6b6db9-ccf6-4312-a7d5-945ca9c96151","AXN-2026-07-15-00160","2.4136","0.6","3.89","0.01","7.5","2"
"2026-07-14T23:59:59.999000Z","ZAMAUSDT","SHORT","SaltWayer","loss",,"0.034","0.03281","false","0.034","SL","-3.63","-1","020d113d-b309-4cbb-bad8-0ce0bade98b2","AXN-2026-07-13-00153","0.034","-1.05","-3.81","0.05","7.5","10.5"
"2026-07-14T20:50:00Z","LITUSDT","SHORT","Pipfessor","loss",,"2.6225","2.411","false","2.5988","CLOSE","-7.8","-0.89","88cbab93-bd76-4ddf-a942-f65f7ce0691a","AXN-2026-07-13-00155","2.6225","-0.91","-7.96","0.02","7.5","7.5"
"2026-07-14T12:30:59.999000Z","MANAUSDT","SHORT","Bitcoin Wizard","win",,"0.0824","0.06966","false","0.06922","PARTIAL","0.63","0.03","6b9beb40-e216-47c0-8268-cedc58941294","AXN-2026-07-14-00156","0.0824","0.02","0.48","0.01","7.5","7.5"
"2026-07-13T15:59:59.999000Z","GRASSUSDT","LONG","D3LTA","loss","0.396","0.376","0.3894","false","0.376","SL","-3.44","-1","b0e7bfa0-957f-4128-b545-2935bec4b648","AXN-2026-07-11-00150","0.376","-1.04","-3.56","0.04","2","10.5"
"2026-07-13T11:41:59.999000Z","MUBARAKUSDT","SHORT","SaltWayer","win",,"0.0132","0.012593","false","0.012131","PARTIAL","3.67","0.76","69c6349f-5b71-4874-bc5a-cc6254281a27","AXN-2026-07-12-00151","0.0132","0.73","3.52","0.03","7.5","7.5"
"2026-07-13T11:21:59.999000Z","PYTHUSDT","LONG","D3LTA","win",,"0.0414","0.04548","false","0.05","TP1","9.94","1.11","fbbfe84a-bac5-41c5-a41c-98393a0dc277","AXN-2026-07-10-00146","0.0414","1.1","9.84","0.01","7.5","2"
"2026-07-11T11:18:00Z","TNSRUSDT","SHORT","Electron","win","0.03245","0.03515","0.03245","true","0.03243","CLOSE","0.06","0.01","192e1630-930c-4d6b-b286-5d2811491d27","AXN-2026-07-08-00143","0.03515","0","-0.03","0.01","2","7.5"
"2026-07-10T15:59:59.999000Z","BSBUSDT","SHORT","SaltWayer","loss",,"0.1497","0.1409","false","0.1497","SL","-6.25","-1","54d7cc30-90f2-4781-be2d-01290c05eebb","AXN-2026-07-08-00144","0.1497","-1.03","-6.44","0.03","7.5","10.5"
"2026-07-10T14:28:00Z","ARKMUSDT","LONG","Bitcoin Wizard","loss",,"0.10774","0.11691","false","0.11405","CLOSE","-2.44","-0.31","c274c633-e7ac-4f47-9149-7cab00716c78","AXN-2026-07-03-00130","0.10774","-0.33","-2.59","0.02","7.5","7.5"
"2026-07-10T11:39:59.999000Z","XTZUSDT","LONG","Electron","loss",,"0.2343","0.2532","false","0.2343","SL","-7.45","-1","4e39009c-784b-419e-81a5-10cfe0a37fda","AXN-2026-07-05-00134","0.2343","-1.02","-7.62","0.02","7.5","10.5"
"2026-07-09T01:09:59.999000Z","ETHUSDT","SHORT","Belovy","win",,"2400","1752.64","false","1730","TP1","1.29","0.03","d68f9e98-eb5b-42d7-b4ff-7ed5ec3f1dc7","AXN-2026-07-06-00135","2400","0.03","1.2","0","7.5","2"
"2026-07-08T23:07:59.999000Z","BREVUSDT","SHORT","Electron","win","0.07515","0.08142","0.07515","true","0.07065","PARTIAL","5.99","0.72","481711f7-89e9-4dd4-a908-e2f681d69a8e","AXN-2026-07-07-00138","0.08142","0.71","5.9","0.01","2","7.5"
"2026-07-08T02:01:59.999000Z","ALGOUSDT","LONG","Belovy","win",,"0.077","0.08509","false","0.0911","TP4","7.06","0.74","1a3674bd-9d2d-4add-8973-b6b9901c7455","AXN-2026-07-02-00128","0.077","0.73","6.96","0.01","7.5","2"
"2026-07-07T08:54:00Z","VELVETUSDT","LONG","Electron","loss",,"0.427467","0.4846","false","0.47847","CLOSE","-1.26","-0.11","395eec47-f4ca-4d73-940d-9de1280819cb","AXN-2026-07-06-00136","0.427467","-0.12","-1.41","0.01","7.5","7.5"
"2026-07-06T16:43:00Z","1000LUNCUSDT","LONG","D3LTA","loss",,"0.0593","0.06323043519574306","false","0.06201","CLOSE","-1.93","-0.31","8c2a74b6-66e8-494f-95b2-3e4e96414a09","AXN-2026-07-04-00132","0.0593","-0.33","-2.08","0.02","7.5","7.5"
"2026-07-05T15:59:59.999000Z","DEXEUSDT","SHORT","Pipfessor","loss",,"24.2","22.432","false","22.446","PARTIAL","-0.06","-0.01","6e3ab871-77fc-4c29-9d38-baca4df5ca84","AXN-2026-06-27-00118","24.2","-0.03","-0.21","0.02","7.5","7.5"
"2026-07-05T06:35:59.999000Z","NOMUSDT","SHORT","Pipfessor","win",,"0.00228","0.001882","false","0.001845","PARTIAL","1.97","0.09","a87493d9-7359-4c86-9089-2c419ce76f81","AXN-2026-07-04-00133","0.00228","0.08","1.82","0.01","7.5","7.5"
"2026-07-05T05:15:00Z","MEGAUSDT","LONG","Electron","loss",,"0.04909","0.05378","false","0.05344","CLOSE","-0.63","-0.07","baec9ac2-834f-45da-81c6-5af2dd764bd8","AXN-2026-07-04-00131","0.04909","-0.09","-0.78","0.02","7.5","7.5"
"2026-07-04T00:54:59.999000Z","PENDLEUSDT","LONG","Bitcoin Wizard","win",,"1.215","1.454","false","1.5062","PARTIAL","3.56","0.22","171771bc-ccfd-4b54-9392-ef9cfde51a17","AXN-2026-07-02-00129","1.215","0.21","3.41","0.01","7.5","7.5"
"2026-07-03T21:54:59.999000Z","ZECUSDT","SHORT","Belovy","win",,"535","468.97","false","375","TP4","20.04","1.42","c3cb9ea3-a3f0-44fa-8b6a-d250e1e6768b","AXN-2026-06-20-00104","535","1.41","19.95","0.01","7.5","2"
"2026-07-03T19:59:59.999000Z","YGGUSDT","SHORT","D3LTA","win",,"0.0236","0.02277","false","0.0216","TP1","5.14","1.41","e8d0511a-f0e9-4c35-a0fe-526880c3aa5d","AXN-2026-06-29-00122","0.0236","1.38","5.05","0.03","7.5","2"
"2026-07-02T12:30:59.999000Z","LINKUSDT","SHORT","Pipfessor","win",,,"7.712","false","7.151","PARTIAL","7.27",,"7dd4d7f6-4596-409d-bfca-7a83f259d8e5","AXN-2026-06-23-00109",,,"7.13",,"7.5","7.5"
"2026-07-02T10:53:59.999000Z","ICNTUSDT","LONG","Electron","loss",,"0.1834","0.2059","false","0.1834","SL","-10.93","-1","7f463e51-9db3-41b5-8d34-6f6148564808","AXN-2026-07-01-00123","0.1834","-1.02","-11.1","0.02","7.5","10.5"
"2026-07-02T00:39:59.999000Z","BTCUSDT","LONG","Bitcoin Wizard","win",,"57743","59615.5","false","60600","TP1","1.65","0.53","8328afa7-40fd-46ca-b715-ac56d019e205","AXN-2026-07-01-00125","57743","0.5","1.55","0.03","7.5","2"
"2026-06-29T14:10:59.999000Z","HOLOUSDT","LONG","SaltWayer","win",,"0.066","0.06938","false","0.07202","PARTIAL","3.81","0.78","f5ed3622-514f-4d7a-80b6-bd0372c98772","AXN-2026-06-28-00121","0.066","0.75","3.66","0.03","7.5","7.5"
"2026-06-28T18:14:59.999000Z","LIGHTUSDT","LONG","SaltWayer","win",,"0.1107","0.11708","false","0.1192","PARTIAL","1.81","0.33","5182efe5-564a-4f73-8293-b0d2af891859","AXN-2026-06-26-00116","0.1107","0.3","1.66","0.03","7.5","7.5"
"2026-06-28T17:13:59.999000Z","LABUSDT","LONG","Electron","win",,"14.832","16.921","false","17.483","PARTIAL","3.32","0.27","6f671570-d351-4577-b90a-af6ce20e13fa","AXN-2026-06-28-00120","14.832","0.26","3.17","0.01","7.5","7.5"
"2026-06-28T09:57:59.999000Z","MMTUSDT","LONG","Bitcoin Wizard","win",,"0.1671","0.1904","false","0.2021","TP1","6.17","0.5","37b85531-363d-49f5-a177-e71d19b4794b","AXN-2026-06-27-00117","0.1671","0.49","6.07","0.01","7.5","2"
"2026-06-28T02:20:59.999000Z","CLOUSDT","LONG","Electron","loss",,"0.13354","0.15245","false","0.13354","SL","-12.4","-1","c3f890f9-35f3-4f48-a87e-4bc29515245f","AXN-2026-06-27-00119","0.13354","-1.01","-12.57","0.01","7.5","10.5"
"2026-06-26T03:45:59.999000Z","SOLUSDT","SHORT","Belovy","win",,"78","67.68","false","66.2","TP1","2.19","0.14","bafcaa40-304d-4110-a947-768391f290c5","AXN-2026-06-26-00115","78","0.13","2.1","0.01","7.5","2"
"2026-06-25T13:38:59.999000Z","TNSRUSDT","SHORT","Pipfessor","win",,"0.0448","0.03929","false","0.03325","TP2","15.37","1.1","006ed99b-4672-4ce0-a584-e38e8ac4deca","AXN-2026-06-22-00107","0.0448","1.09","15.28","0.01","7.5","2"
"2026-06-25T03:15:59.999000Z","XLMUSDT","LONG","Belovy","win",,"0.158","0.1854","false","0.188","TP1","1.4","0.09","3c0aab89-061e-4377-9203-10806542572d","AXN-2026-06-24-00114","0.158","0.08","1.3","0.01","7.5","2"
"2026-06-24T11:49:59.999000Z","VVVUSDT","SHORT","Bitcoin Wizard","win",,"15.082","13.535","false","13.27","PARTIAL","1.96","0.17","a5099495-a785-4b3c-bc72-3a55e81bd981","AXN-2026-06-24-00112","15.082","0.16","1.81","0.01","7.5","7.5"
"2026-06-24T10:59:59.999000Z","HEIUSDT","SHORT","SaltWayer","loss",,"0.1273","0.1212","false","0.1273","SL","-5.03","-1","c692fa54-241d-4a32-92c2-622f3ce587aa","AXN-2026-06-24-00113","0.1273","-1.04","-5.22","0.04","7.5","10.5"
"2026-06-23T10:25:59.999000Z","CLOUSDT","LONG","Electron","loss",,"0.25677","0.28322","false","0.25677","SL","-9.34","-1","3497f358-7444-4fa7-bf78-7a3e00db7aca","AXN-2026-06-23-00110","0.25677","-1.02","-9.51","0.02","7.5","10.5"
"2026-06-23T07:59:59.999000Z","ONDOUSDT","LONG","Pipfessor","win",,"0.3245","0.3659","false","0.3827","PARTIAL","4.59","0.41","d68f63b6-05ed-4c3a-8bb3-07c33330934c","AXN-2026-06-13-00079","0.3245","0.4","4.44","0.01","7.5","7.5"
"2026-06-23T06:07:59.999000Z","ALGOUSDT","LONG","Belovy","win",,"0.079","0.09077","false","0.0911","TP1","0.36","0.03","39d7e084-90cb-478a-9092-06cdd80f56e1","AXN-2026-06-23-00108","0.079","0.02","0.26","0.01","7.5","2"
"2026-06-22T15:32:00Z","LINKUSDT","SHORT","Pipfessor","loss",,"8.25","7.942","false","8.032","CLOSE","-1.13","-0.29","d1823894-3246-441c-b75f-1087e083f860","AXN-2026-06-18-00099","8.25","-0.33","-1.28","0.04","7.5","7.5"
"2026-06-22T11:49:59.999000Z","ETHUSDT","SHORT","Belovy","win",,"2400","1774.11","false","1730","TP1","2.49","0.07","a92e4261-e46c-46d1-950e-d66b9cd3594e","AXN-2026-06-16-00088","2400","0.07","2.4","0","7.5","2"
"2026-06-21T00:30:59.999000Z","BLUAIUSDT","LONG","Electron","win",,"0.012306","0.014292","false","0.01452","PARTIAL","1.6","0.11","dc2b1b40-e8b0-47a4-bd87-94cadc6d9c5f","AXN-2026-06-20-00105","0.012306","0.1","1.45","0.01","7.5","7.5"
"2026-06-20T00:34:59.999000Z","SOLUSDT","SHORT","Pipfessor","win",,"73.9","70.1","false","68.05","TP1","2.92","0.54","70f65a8b-b516-4536-9e69-87555ad6aa95","AXN-2026-06-18-00098","73.9","0.52","2.83","0.02","7.5","2"
"2026-06-19T13:10:59.999000Z","LABUSDT","LONG","Electron","breakeven",,"13.749","15.44","false","15.44","BE","0","0","e3da6ce2-839e-40a6-ad16-d57dc7c15837","AXN-2026-06-19-00102","13.749","-0.02","-0.18","0.02","7.5","10.5"
"2026-06-18T21:15:59.999000Z","XRPUSDT","LONG","Belovy","win",,"0.93","1.1439","false","1.151","TP1","0.62","0.03","7fa765df-23a1-40f7-a44d-85b2a9d6e607","AXN-2026-06-18-00100","0.93","0.02","0.52","0.01","7.5","2"
"2026-06-18T19:06:59.999000Z","XAGUSDT","LONG","Belovy","win",,"53","65.6","false","70.7","TP2","7.77","0.4","8b2dbe0c-6eda-475f-914e-bd5fcd29a4f2","AXN-2026-06-09-00069","53","0.4","7.73","0","2","2"
"2026-06-18T15:59:59.999000Z","1000TURBOUSDT","LONG","SaltWayer","loss",,"8740","0.923","false","0.874","SL","-5.31","-1","24126f30-08dd-406d-b4a9-7f30a0f89d2c","AXN-2026-06-17-00094","0.874","-1.03","-5.48","0.03","7.5","10.5"
"2026-06-18T15:44:00Z","VELODROMEUSDT","LONG","Bitcoin Wizard","loss",,"0.01689","0.018517","false","0.016741","CLOSE","-9.59","-1.09","83ae5dbc-ee1b-4d60-9888-5d4377580311","AXN-2026-06-17-00095","0.01689","-1.11","-9.73","0.02","7.5","7.5"
"2026-06-18T09:38:59.999000Z","LABUSDT","LONG","Electron","breakeven",,"13.467","15.403","false","15.403","BE","0","0","a813cf46-6a4c-4ae7-bb95-e39b22fec1de","AXN-2026-06-18-00096","13.467","-0.01","-0.18","0.01","7.5","10.5"
"2026-06-18T09:36:00Z","CLOUSDT","LONG","Electron","win",,"0.13252","0.15093","false","0.21814","CLOSE","44.53","3.65","493885e7-c7f5-40fa-9f92-e69730976187","AXN-2026-06-17-00092","0.13252","3.63","44.35","0.02","7.5","7.5"
"2026-06-17T16:49:59.999000Z","LDOUSDT","LONG","Bitcoin Wizard","win",,"0.266","0.2922","false","0.294","PARTIAL","0.62","0.07","0a220e9f-711f-44e1-a72c-207296ab4482","AXN-2026-06-17-00093","0.266","0.05","0.47","0.02","7.5","7.5"
"2026-06-17T10:23:59.999000Z","USUSDT","SHORT","Pipfessor","win",,"0.014535","0.01331","false","0.01178","TP2","11.51","1.25","f98365e0-4a45-4b52-bb53-f177356ff6b4","AXN-2026-06-16-00090","0.014535","1.24","11.42","0.01","7.5","2"
"2026-06-16T19:05:59.999000Z","TRIAUSDT","LONG","Electron","win",,"0.02601","0.029466","false","0.031108","PARTIAL","5.57","0.48","9553e722-3437-4b3f-a7ff-e97dd982ce6c","AXN-2026-06-16-00091","0.02601","0.47","5.42","0.01","7.5","7.5"
"2026-06-16T16:58:59.999000Z","INXUSDT","SHORT","Belovy","breakeven",,"0.00845","0.007918","false","0.007918","BE","0","0","0f5ff242-756d-446b-909b-9a4599683e9c","AXN-2026-06-16-00089","0.00845","-0.03","-0.18","0.03","7.5","10.5"
"2026-06-15T23:59:59.999000Z","HYPEUSDT","SHORT","Belovy","loss",,"66","56.31","false","66","SL","-17.22","-1","faad2eb1-a58c-4642-b254-bb9070c21193","AXN-2026-06-11-00074","66","-1.01","-17.42","0.01","7.5","10.5"
"2026-06-15T22:31:59.999000Z","XPLUSDT","LONG","Bitcoin Wizard","win",,"0.0783","0.09027","false","0.0969","TP1","7.34","0.55","6495d730-b3a8-4cd9-aaac-ac107ed5696c","AXN-2026-06-15-00083","0.0783","0.54","7.24","0.01","7.5","2"
"2026-06-15T15:59:59.999000Z","CCUSDT","SHORT","Pipfessor","loss",,"0.1688","0.16072","false","0.1688","SL","-5.03","-1","2e92d4b6-c757-405c-8dd5-3e6647c6706a","AXN-2026-06-08-00066","0.1688","-1.04","-5.22","0.04","7.5","10.5"
"2026-06-14T14:41:59.999000Z","RLCUSDT","LONG","D3LTA","loss",,"0.342","0.3596","false","0.342","SL","-4.89","-1","056146de-16c8-4487-8ed0-dc3857292288","AXN-2026-06-12-00077","0.342","-1.04","-5.06","0.04","7.5","10.5"
"2026-06-14T14:38:59.999000Z","PYTHUSDT","LONG","SaltWayer","win",,"0.0369","0.03906","false","0.04001","PARTIAL","2.43","0.44","b00b8a6e-7063-4bfd-a124-ff993af36347","AXN-2026-06-14-00082","0.0369","0.41","2.28","0.03","7.5","7.5"
"2026-06-14T13:57:59.999000Z","TAOUSDT","SHORT","Belovy","win",,"295","265","false","261.91","PARTIAL","1.17","0.1","531ecb34-1100-49ab-b300-40e028fe2823","AXN-2026-06-13-00080","295","0.09","1.02","0.01","7.5","7.5"
"2026-06-14T12:31:59.999000Z","WLFIUSDT","LONG","SaltWayer","win",,"0.0565","0.05893","false","0.05996","PARTIAL","1.75","0.42","31034a2b-f646-4133-b07b-540d868d7ba4","AXN-2026-06-14-00081","0.0565","0.38","1.6","0.04","7.5","7.5"
"2026-06-14T05:32:59.999000Z","UNIUSDT","LONG","SaltWayer","win",,"2.397","2.514","false","2.567","PARTIAL","2.11","0.45","b5bfd8be-2489-4bb7-a654-098d5a71d857","AXN-2026-06-12-00075","2.397","0.42","1.96","0.03","7.5","7.5"
"2026-06-13T03:27:59.999000Z","HYPEUSDT","LONG","Bitcoin Wizard","win",,"54.97","58.5","false","60.4","TP1","3.25","0.54","d8880640-09b3-476b-b0b5-d0dbe96fc7a4","AXN-2026-06-12-00076","54.97","0.52","3.15","0.02","7.5","2"
"2026-06-12T19:59:59.999000Z","SOSOUSDT","LONG","SaltWayer","loss",,"0.33","0.3408","false","0.33","SL","-3.17","-1","9f105175-ef1f-49cf-8011-17b1ea09dafd","AXN-2026-06-12-00078","0.33","-1.06","-3.35","0.06","7.5","10.5"
"2026-06-12T13:55:59.999000Z","WLDUSDT","LONG","D3LTA","loss",,"0.467","0.49","false","0.467","SL","-4.69","-1","0d9bf0ef-a91e-4e04-9ccf-b5e4672c60b5","AXN-2026-06-11-00073","0.467","-1.04","-4.87","0.04","7.5","10.5"
"2026-06-11T19:19:00Z","HYPEUSDT","SHORT","Bitcoin Wizard","loss",,"61.478","55.49","false","58.912","CLOSE","-6.17","-0.57","64936c82-c136-43fd-911a-9304eee9f5c1","AXN-2026-06-11-00071","61.478","-0.58","-6.32","0.01","7.5","7.5"
"2026-06-11T13:00:59.999000Z","ASTRUSDT","SHORT","Pipfessor","win",,"0.00674","0.006213","false","0.005985","TP1","3.67","0.43","fe971081-1327-431b-a382-39b5c3945ab4","AXN-2026-06-11-00072","0.00674","0.42","3.58","0.01","7.5","2"
"2026-06-11T03:59:59.999000Z","CRVUSDT","SHORT","Bitcoin Wizard","loss",,"0.2195","0.2021","false","0.2195","SL","-8.59","-1","ad112c08-0171-4235-92b9-0e7dbbbc5ae5","AXN-2026-06-09-00067","0.2195","-1.02","-8.78","0.02","7.5","10.5"
"2026-06-09T10:34:59.999000Z","KASUSDT","SHORT","Bitcoin Wizard","breakeven",,"0.034612","0.02957","false","0.02957","BE","0","0","be3698fb-c331-4a42-9c7a-2b9586c93a9a","AXN-2026-06-05-00059","0.034612","-0.01","-0.18","0.01","7.5","10.5"
"2026-06-09T00:31:59.999000Z","SOLUSDT","LONG","SaltWayer","win",,"63.6","65.67","false","66.72","PARTIAL","1.6","0.51","d44f03ce-e954-47bf-aa89-7d42ab522af9","AXN-2026-06-08-00063","63.6","0.46","1.45","0.05","7.5","7.5"
